image_id,user_id,timestamp,image_path,plate_diameter_cm
IMG_00268,USER_118,2026-08-04 04:55:52,data/images/temp_20260806_154226_creamy-mac-n-cheese.jpg,25.5
IMG_00269,USER_119,2026-07-10 23:49:52,data/images/Macaroni-Thumbnail-Blog.png,27.9
IMG_00270,USER_120,2026-07-09 14:50:52,data/images/temp_20260806_082406_fresh-orange-juice-recipe.png,26.0
IMG_00271,USER_121,2026-07-30 07:31:52,data/images/temp_20260805_201854_basmati-rice-recipe.png,25.3
IMG_00272,USER_122,2026-07-28 23:59:52,data/images/temp_20260806_082432_fresh-orange-juice-recipe.png,26.2
IMG_00273,USER_123,2026-07-13 13:36:52,data/images/noodle.png,27.6
IMG_00274,USER_124,2026-07-27 15:31:52,data/images/Coconut-chicken-rice-bowl-–-basmati-rice-–-3-4-038-1540x870-PNG-1.jpg,24.6
IMG_00275,USER_125,2026-07-11 13:45:52,data/images/temp_20260806_081534_healthy-chopped-vegetable-salad-recipe-4.png,24.7
IMG_00276,USER_126,2026-07-16 22:34:52,data/images/temp_20260806_081856_fruit-salad-dressing.png,27.8
IMG_00277,USER_127,2026-07-13 13:36:52,data/images/temp_20260806_081856_tropical-fruit-salad.png,26.7
IMG_00278,USER_128,2026-07-16 23:41:52,data/images/temp_20260805_201944_Cheeseburger.png,24.7
IMG_00279,USER_129,2026-08-01 05:46:52,data/images/temp_20260806_082256_juice.png,27.5
IMG_00280,USER_130,2026-08-06 03:57:52,data/images/temp_20260806_081534_salad_11.png,25.6
IMG_00281,USER_131,2026-07-12 00:49:52,data/images/temp_20260806_081754_tropical-fruit-salad.png,27.2
IMG_00282,USER_132,2026-08-01 04:32:52,data/images/temp_20260806_081754_fruit-salad-dressing.png,27.3
IMG_00283,USER_133,2026-07-21 06:45:52,data/images/temp_20260806_103710_burger_1.png,24.8
IMG_00284,USER_134,2026-08-03 16:45:52,data/images/creamy-mac-n-cheese.jpg,26.8
IMG_00285,USER_135,2026-07-20 10:16:52,data/images/temp_20260805_202016_basmati-rice-recipe.png,27.7
IMG_00286,USER_136,2026-07-10 14:51:52,data/images/temp_20260806_082405_mango-juice.png,25.6
IMG_00287,USER_137,2026-08-01 19:51:52,data/images/Greek-cucumber-salad-3.png,27.4
IMG_00288,USER_138,2026-08-03 17:34:52,data/images/temp_20260806_080903_noodle.png,27.1
IMG_00289,USER_139,2026-07-10 07:52:52,data/images/Masala-Macroni-5.png,24.5
IMG_00290,USER_140,2026-07-31 17:17:52,data/images/temp_20260806_145200_beef_noodle.png,25.5
IMG_00291,USER_141,2026-07-28 01:00:52,data/images/temp_20260806_081856_Fruit-Salad-10.png,25.1
IMG_00292,USER_142,2026-07-30 13:44:52,data/images/temp_20260805_202329_meal_06.png,25.0
IMG_00293,USER_143,2026-07-17 18:28:52,data/images/temp_20260806_082432_strawberry-juice-recipe.png,27.5
IMG_00294,USER_144,2026-08-02 11:47:52,data/images/temp_20260805_202329_meal_07.png,27.2
IMG_00295,USER_145,2026-07-19 21:22:52,data/images/temp_20260805_203010_carrot.png,26.7
IMG_00296,USER_146,2026-08-05 19:09:52,data/images/temp_20260806_154243_creamy-mac-n-cheese.jpg,25.3
IMG_00297,USER_147,2026-07-19 15:15:52,data/images/temp_20260806_081242_Cheeseburger.png,26.4
IMG_00298,USER_148,2026-07-11 00:07:52,data/images/temp_20260805_202016_creamy-mac-n-cheese.jpg,27.8
IMG_00299,USER_149,2026-07-15 18:46:52,data/images/temp_20260806_145200_Cheeseburger.png,26.1
IMG_00300,USER_100,2026-07-25 18:15:52,data/images/temp_20260805_202357_meal_06.png,27.8
IMG_00301,USER_101,2026-07-26 10:11:52,data/images/temp_20260805_202357_meal_07.png,27.4
IMG_00302,USER_102,2026-07-14 01:00:52,data/images/temp_20260806_080848_noodle_3.png,27.1
IMG_00303,USER_103,2026-07-27 19:05:52,data/images/temp_20260805_195104_banane-apfel-was-gesuender.png,26.4
IMG_00304,USER_104,2026-07-15 23:22:52,data/images/IMG_20260806_154307.jpg,25.8
IMG_00305,USER_105,2026-07-08 03:26:52,data/images/temp_20260806_103801_burger_1.png,25.6
IMG_00306,USER_106,2026-07-25 22:41:52,data/images/temp_20260806_082156_caramel-coffee-milk-shake-1.png,27.2
IMG_00307,USER_107,2026-07-26 23:44:52,data/images/temp_20260806_081534_nRainbow-Veggie-Salad-9921.jpg,25.2
IMG_00308,USER_108,2026-07-18 06:10:52,data/images/temp_20260806_081057_noodle.png,26.2
IMG_00309,USER_109,2026-07-12 07:24:52,data/images/rice.png,25.2
IMG_00310,USER_110,2026-07-10 23:59:52,data/images/temp_20260806_094839_burger.png,24.6
IMG_00311,USER_111,2026-07-07 22:38:52,data/images/temp_20260805_201944_basmati-rice-recipe.png,26.6
IMG_00312,USER_112,2026-07-26 18:19:52,data/images/IMG_20260804_134457.jpg,27.9
IMG_00313,USER_113,2026-07-31 08:40:52,data/images/temp_20260806_105639_burger.png,25.2
IMG_00314,USER_114,2026-07-19 11:25:52,data/images/temp_20260806_082432_mango-juice.png,25.8
IMG_00315,USER_115,2026-07-13 12:51:52,data/images/temp_20260806_081241_beef_noodle.png,24.6
IMG_00316,USER_116,2026-07-21 20:29:52,data/images/temp_20260806_082431_juice.png,24.6
IMG_00317,USER_117,2026-07-12 15:48:52,data/images/temp_20260805_202454_meal_06.png,25.0
IMG_00318,USER_118,2026-08-02 14:04:52,data/images/temp_20260806_081057_chicken.png,26.4
IMG_00319,USER_119,2026-08-04 03:42:52,data/images/cucumber.png,27.1
IMG_00320,USER_120,2026-08-03 04:12:52,data/images/temp_20260806_103802_carrot.png,24.5
IMG_00321,USER_121,2026-07-10 23:55:52,data/images/temp_20260806_154243_fresh-orange-juice-recipe.png,24.8
IMG_00322,USER_122,2026-07-29 02:58:52,data/images/temp_20260805_202454_meal_07.png,26.4
IMG_00323,USER_123,2026-08-03 06:55:52,data/images/temp_20260806_081241_burger.png,25.7
IMG_00324,USER_124,2026-07-08 15:46:52,data/images/healthy_food.png,25.2
IMG_00325,USER_125,2026-07-11 14:34:52,data/images/IMG_20260806_104355.jpg,27.3
IMG_00326,USER_126,2026-07-22 08:48:52,data/images/meal_07.png,25.9
IMG_00327,USER_127,2026-08-02 08:59:52,data/images/temp_20260805_195132_banane-apfel-was-gesuender.png,26.4
IMG_00328,USER_128,2026-07-14 05:17:52,data/images/temp_20260806_122634_creamy-mac-n-cheese.jpg,25.4
IMG_00329,USER_129,2026-07-27 01:40:52,data/images/temp_20260806_080834_noodle_3.png,26.1
IMG_00330,USER_130,2026-07-17 16:23:52,data/images/temp_20260806_094826_banane-apfel-was-gesuender.png,27.4
IMG_00331,USER_131,2026-07-12 02:31:52,data/images/temp_20260805_202004_basmati-rice-recipe.png,24.9
IMG_00332,USER_132,2026-07-07 18:41:52,data/images/temp_20260806_082405_juice.png,27.3
IMG_00333,USER_133,2026-07-15 02:18:52,data/images/banane-apfel-was-gesuender.png,26.9
IMG_00334,USER_134,2026-07-28 21:54:52,data/images/temp_20260806_114101_Cheeseburger.png,27.4
IMG_00335,USER_135,2026-08-03 02:15:52,data/images/temp_20260806_094839_banane-apfel-was-gesuender.png,26.9
IMG_00336,USER_136,2026-07-31 04:07:52,data/images/temp_20260806_082256_mango-juice.png,25.3
IMG_00337,USER_137,2026-07-25 09:50:52,data/images/duck.png,25.0
IMG_00338,USER_138,2026-07-11 14:55:52,data/images/temp_20260806_081057_duck.png,28.0
IMG_00339,USER_139,2026-07-09 15:24:52,data/images/duck.jpg,25.7
IMG_00340,USER_140,2026-07-20 06:03:52,data/images/temp_20260806_081057_duck.jpg,25.1
IMG_00341,USER_141,2026-07-10 07:18:52,data/images/French-fries-b9e3e0c.png,27.8
IMG_00342,USER_142,2026-07-11 22:02:52,data/images/temp_20260806_082406_strawberry-juice-recipe.png,25.1
IMG_00343,USER_143,2026-07-23 16:28:52,data/images/temp_20260805_202346_meal_06.png,25.6
IMG_00344,USER_144,2026-07-26 18:30:52,data/images/Cucumber-Salad-with-Vinegar-Dressing-2688-scaled.jpg,27.0
IMG_00345,USER_145,2026-07-21 05:35:52,data/images/temp_20260805_202346_meal_07.png,26.2
IMG_00346,USER_146,2026-07-14 03:35:52,data/images/temp_20260805_203011_carrot2.png,26.5
IMG_00347,USER_147,2026-07-31 05:15:52,data/images/temp_20260806_095050_burger.png,26.2
IMG_00348,USER_148,2026-07-25 18:52:52,data/images/temp_20260805_202454_healthy_food.png,26.5
IMG_00349,USER_149,2026-07-11 07:04:52,data/images/temp_20260806_145135_beef_noodle.png,24.4
IMG_00350,USER_100,2026-08-01 00:27:52,data/images/temp_20260806_113924_carrot2.png,25.4
IMG_00351,USER_101,2026-07-19 21:59:52,data/images/temp_20260805_195133_hong-kong-macaroni-soup-f3.png,24.5
IMG_00352,USER_102,2026-07-24 07:57:52,data/images/temp_20260806_154226_creamy-mac-n-cheese.jpg,25.8
IMG_00353,USER_103,2026-08-02 22:25:52,data/images/Macaroni-Thumbnail-Blog.png,24.6
IMG_00354,USER_104,2026-07-30 14:40:52,data/images/temp_20260806_082406_fresh-orange-juice-recipe.png,25.7
IMG_00355,USER_105,2026-07-22 20:13:52,data/images/temp_20260805_201854_basmati-rice-recipe.png,26.5
IMG_00356,USER_106,2026-07-12 11:12:52,data/images/temp_20260806_082432_fresh-orange-juice-recipe.png,27.7
IMG_00357,USER_107,2026-07-27 01:22:52,data/images/noodle.png,27.9
IMG_00358,USER_108,2026-07-12 19:40:52,data/images/Coconut-chicken-rice-bowl-–-basmati-rice-–-3-4-038-1540x870-PNG-1.jpg,27.0
IMG_00359,USER_109,2026-07-13 04:56:52,data/images/temp_20260806_081534_healthy-chopped-vegetable-salad-recipe-4.png,27.3
IMG_00360,USER_110,2026-08-01 04:32:52,data/images/temp_20260806_081856_fruit-salad-dressing.png,26.8
IMG_00361,USER_111,2026-07-13 21:35:52,data/images/temp_20260806_081856_tropical-fruit-salad.png,27.1
IMG_00362,USER_112,2026-07-17 17:19:52,data/images/temp_20260805_201944_Cheeseburger.png,24.3
IMG_00363,USER_113,2026-07-20 03:45:52,data/images/temp_20260806_082256_juice.png,27.2
IMG_00364,USER_114,2026-07-28 00:37:52,data/images/temp_20260806_081534_salad_11.png,27.2
IMG_00365,USER_115,2026-07-31 18:07:52,data/images/temp_20260806_081754_tropical-fruit-salad.png,25.3
IMG_00366,USER_116,2026-07-21 06:20:52,data/images/temp_20260806_081754_fruit-salad-dressing.png,25.1
IMG_00367,USER_117,2026-07-08 22:08:52,data/images/temp_20260806_103710_burger_1.png,27.8
IMG_00368,USER_118,2026-07-11 12:37:52,data/images/creamy-mac-n-cheese.jpg,24.6
IMG_00369,USER_119,2026-07-22 10:40:52,data/images/temp_20260805_202016_basmati-rice-recipe.png,24.7
IMG_00370,USER_120,2026-07-29 03:27:52,data/images/temp_20260806_082405_mango-juice.png,26.7
IMG_00371,USER_121,2026-07-26 22:13:52,data/images/Greek-cucumber-salad-3.png,25.6
IMG_00372,USER_122,2026-07-30 17:43:52,data/images/temp_20260806_080903_noodle.png,27.7
IMG_00373,USER_123,2026-07-29 06:32:52,data/images/Masala-Macroni-5.png,26.9
IMG_00374,USER_124,2026-07-13 18:19:52,data/images/temp_20260806_145200_beef_noodle.png,27.9
IMG_00375,USER_125,2026-07-09 03:03:52,data/images/temp_20260806_081856_Fruit-Salad-10.png,24.1
IMG_00376,USER_126,2026-07-20 09:58:52,data/images/temp_20260805_202329_meal_06.png,26.3
IMG_00377,USER_127,2026-07-20 18:04:52,data/images/temp_20260806_082432_strawberry-juice-recipe.png,27.4
IMG_00378,USER_128,2026-07-18 07:40:52,data/images/temp_20260805_202329_meal_07.png,25.9
IMG_00379,USER_129,2026-07-23 00:04:52,data/images/temp_20260805_203010_carrot.png,25.9
IMG_00380,USER_130,2026-07-11 02:49:52,data/images/temp_20260806_154243_creamy-mac-n-cheese.jpg,24.1
IMG_00381,USER_131,2026-07-24 18:26:52,data/images/temp_20260806_081242_Cheeseburger.png,27.5
IMG_00382,USER_132,2026-07-20 16:25:52,data/images/temp_20260805_202016_creamy-mac-n-cheese.jpg,25.8
IMG_00383,USER_133,2026-07-19 09:15:52,data/images/temp_20260806_145200_Cheeseburger.png,26.5
IMG_00384,USER_134,2026-07-19 05:32:52,data/images/temp_20260805_202357_meal_06.png,27.2
IMG_00385,USER_135,2026-07-13 21:49:52,data/images/temp_20260805_202357_meal_07.png,26.6
IMG_00386,USER_136,2026-07-17 00:44:52,data/images/temp_20260806_080848_noodle_3.png,26.2
IMG_00387,USER_137,2026-08-01 15:23:52,data/images/temp_20260805_195104_banane-apfel-was-gesuender.png,26.7
IMG_00388,USER_138,2026-07-20 21:17:52,data/images/IMG_20260806_154307.jpg,24.8
IMG_00389,USER_139,2026-08-04 19:37:52,data/images/temp_20260806_103801_burger_1.png,27.9
IMG_00390,USER_140,2026-07-12 22:13:52,data/images/temp_20260806_082156_caramel-coffee-milk-shake-1.png,25.9
IMG_00391,USER_141,2026-07-31 13:43:52,data/images/temp_20260806_081534_nRainbow-Veggie-Salad-9921.jpg,25.9
IMG_00392,USER_142,2026-07-29 22:06:52,data/images/temp_20260806_081057_noodle.png,25.7
IMG_00393,USER_143,2026-07-22 07:21:52,data/images/rice.png,24.9
IMG_00394,USER_144,2026-08-03 02:22:52,data/images/temp_20260806_094839_burger.png,24.9
IMG_00395,USER_145,2026-07-25 12:44:52,data/images/temp_20260805_201944_basmati-rice-recipe.png,27.6
IMG_00396,USER_146,2026-07-26 20:10:52,data/images/IMG_20260804_134457.jpg,26.8
IMG_00397,USER_147,2026-07-19 14:01:52,data/images/temp_20260806_105639_burger.png,25.2
IMG_00398,USER_148,2026-08-02 05:50:52,data/images/temp_20260806_082432_mango-juice.png,27.4
IMG_00399,USER_149,2026-07-14 20:06:52,data/images/temp_20260806_081241_beef_noodle.png,27.8
IMG_00400,USER_100,2026-07-30 20:42:52,data/images/temp_20260806_082431_juice.png,26.1
IMG_00401,USER_101,2026-07-17 05:32:52,data/images/temp_20260805_202454_meal_06.png,24.3
IMG_00402,USER_102,2026-07-17 05:37:52,data/images/temp_20260806_081057_chicken.png,25.8
IMG_00403,USER_103,2026-07-23 15:40:52,data/images/cucumber.png,25.9
IMG_00404,USER_104,2026-07-28 16:58:52,data/images/temp_20260806_103802_carrot.png,24.2
IMG_00405,USER_105,2026-07-17 03:13:52,data/images/temp_20260806_154243_fresh-orange-juice-recipe.png,27.0
IMG_00406,USER_106,2026-07-21 02:16:52,data/images/temp_20260805_202454_meal_07.png,25.9
IMG_00407,USER_107,2026-08-01 17:41:52,data/images/temp_20260806_081241_burger.png,26.3
IMG_00408,USER_108,2026-07-29 18:37:52,data/images/healthy_food.png,25.2
IMG_00409,USER_109,2026-07-22 22:04:52,data/images/IMG_20260806_104355.jpg,27.0
IMG_00410,USER_110,2026-07-20 01:58:52,data/images/meal_07.png,25.1
IMG_00411,USER_111,2026-07-19 12:07:52,data/images/temp_20260805_195132_banane-apfel-was-gesuender.png,24.8
IMG_00412,USER_112,2026-07-16 01:50:52,data/images/temp_20260806_122634_creamy-mac-n-cheese.jpg,25.3
IMG_00413,USER_113,2026-08-02 21:35:52,data/images/temp_20260806_080834_noodle_3.png,25.0
IMG_00414,USER_114,2026-07-12 05:50:52,data/images/temp_20260806_094826_banane-apfel-was-gesuender.png,26.5
IMG_00415,USER_115,2026-07-23 14:34:52,data/images/temp_20260805_202004_basmati-rice-recipe.png,26.7
IMG_00416,USER_116,2026-08-04 03:56:52,data/images/temp_20260806_082405_juice.png,26.5
IMG_00417,USER_117,2026-07-27 04:38:52,data/images/banane-apfel-was-gesuender.png,24.3
IMG_00418,USER_118,2026-07-26 19:24:52,data/images/temp_20260806_114101_Cheeseburger.png,25.3
IMG_00419,USER_119,2026-07-21 09:48:52,data/images/temp_20260806_094839_banane-apfel-was-gesuender.png,26.1
IMG_00420,USER_120,2026-07-12 22:26:52,data/images/temp_20260806_082256_mango-juice.png,26.4
IMG_00421,USER_121,2026-07-28 18:40:52,data/images/duck.png,25.4
IMG_00422,USER_122,2026-07-13 19:50:52,data/images/temp_20260806_081057_duck.png,25.0
IMG_00423,USER_123,2026-08-03 00:21:52,data/images/duck.jpg,26.2
IMG_00424,USER_124,2026-07-17 08:33:52,data/images/temp_20260806_081057_duck.jpg,27.0
IMG_00425,USER_125,2026-07-15 17:05:52,data/images/French-fries-b9e3e0c.png,27.2
IMG_00426,USER_126,2026-07-22 19:56:52,data/images/temp_20260806_082406_strawberry-juice-recipe.png,25.9
IMG_00427,USER_127,2026-07-12 10:49:52,data/images/temp_20260805_202346_meal_06.png,24.4
IMG_00428,USER_128,2026-07-27 15:37:52,data/images/Cucumber-Salad-with-Vinegar-Dressing-2688-scaled.jpg,24.3
IMG_00429,USER_129,2026-07-25 09:25:52,data/images/temp_20260805_202346_meal_07.png,26.5
IMG_00430,USER_130,2026-07-10 18:04:52,data/images/temp_20260805_203011_carrot2.png,26.0
IMG_00431,USER_131,2026-07-14 20:07:52,data/images/temp_20260806_095050_burger.png,27.3
IMG_00432,USER_132,2026-07-31 11:43:52,data/images/temp_20260805_202454_healthy_food.png,24.7
IMG_00433,USER_133,2026-07-18 22:54:52,data/images/temp_20260806_145135_beef_noodle.png,26.9
IMG_00434,USER_134,2026-07-09 04:20:52,data/images/temp_20260806_113924_carrot2.png,26.8
IMG_00435,USER_135,2026-08-02 02:57:52,data/images/temp_20260805_195133_hong-kong-macaroni-soup-f3.png,26.9
IMG_00436,USER_136,2026-08-01 14:33:52,data/images/temp_20260806_154226_creamy-mac-n-cheese.jpg,27.4
IMG_00437,USER_137,2026-07-31 01:06:52,data/images/Macaroni-Thumbnail-Blog.png,25.4
IMG_00438,USER_138,2026-07-25 14:54:52,data/images/temp_20260806_082406_fresh-orange-juice-recipe.png,24.9
IMG_00439,USER_139,2026-07-12 11:12:52,data/images/temp_20260805_201854_basmati-rice-recipe.png,25.2
IMG_00440,USER_140,2026-07-09 13:45:52,data/images/temp_20260806_082432_fresh-orange-juice-recipe.png,27.2
IMG_00441,USER_141,2026-08-03 09:25:52,data/images/noodle.png,25.8
IMG_00442,USER_142,2026-07-12 09:42:52,data/images/Coconut-chicken-rice-bowl-–-basmati-rice-–-3-4-038-1540x870-PNG-1.jpg,24.2
IMG_00443,USER_143,2026-08-03 05:28:52,data/images/temp_20260806_081534_healthy-chopped-vegetable-salad-recipe-4.png,24.5
IMG_00444,USER_144,2026-08-03 20:26:52,data/images/temp_20260806_081856_fruit-salad-dressing.png,24.2
IMG_00445,USER_145,2026-07-30 00:55:52,data/images/temp_20260806_081856_tropical-fruit-salad.png,24.3
IMG_00446,USER_146,2026-08-04 14:00:52,data/images/temp_20260805_201944_Cheeseburger.png,27.1
IMG_00447,USER_147,2026-07-19 19:09:52,data/images/temp_20260806_082256_juice.png,26.1
IMG_00448,USER_148,2026-07-29 12:01:52,data/images/temp_20260806_081534_salad_11.png,25.9
IMG_00449,USER_149,2026-07-11 14:40:52,data/images/temp_20260806_081754_tropical-fruit-salad.png,26.4
IMG_00450,USER_100,2026-07-19 23:24:52,data/images/temp_20260806_081754_fruit-salad-dressing.png,27.2
IMG_00451,USER_101,2026-07-30 12:48:52,data/images/temp_20260806_103710_burger_1.png,24.9
IMG_00452,USER_102,2026-08-06 02:26:52,data/images/creamy-mac-n-cheese.jpg,26.6
IMG_00453,USER_103,2026-08-02 11:40:52,data/images/temp_20260805_202016_basmati-rice-recipe.png,27.2
IMG_00454,USER_104,2026-07-23 17:32:52,data/images/temp_20260806_082405_mango-juice.png,24.5
IMG_00455,USER_105,2026-07-30 01:13:52,data/images/Greek-cucumber-salad-3.png,26.3
IMG_00456,USER_106,2026-07-23 07:13:52,data/images/temp_20260806_080903_noodle.png,25.7
IMG_00457,USER_107,2026-07-26 21:13:52,data/images/Masala-Macroni-5.png,26.7
IMG_00458,USER_108,2026-07-26 01:41:52,data/images/temp_20260806_145200_beef_noodle.png,27.2
IMG_00459,USER_109,2026-07-19 23:07:52,data/images/temp_20260806_081856_Fruit-Salad-10.png,25.2
IMG_00460,USER_110,2026-07-15 18:41:52,data/images/temp_20260805_202329_meal_06.png,25.7
IMG_00461,USER_111,2026-07-31 13:59:52,data/images/temp_20260806_082432_strawberry-juice-recipe.png,27.3
IMG_00462,USER_112,2026-07-25 23:18:52,data/images/temp_20260805_202329_meal_07.png,24.4
IMG_00463,USER_113,2026-07-27 21:48:52,data/images/temp_20260805_203010_carrot.png,25.6
IMG_00464,USER_114,2026-08-05 08:35:52,data/images/temp_20260806_154243_creamy-mac-n-cheese.jpg,25.9
IMG_00465,USER_115,2026-07-18 07:22:52,data/images/temp_20260806_081242_Cheeseburger.png,27.6
IMG_00466,USER_116,2026-08-06 12:49:52,data/images/temp_20260805_202016_creamy-mac-n-cheese.jpg,24.9
IMG_00467,USER_117,2026-07-17 17:10:52,data/images/temp_20260806_145200_Cheeseburger.png,27.8
IMG_00468,USER_118,2026-07-22 19:58:52,data/images/temp_20260805_202357_meal_06.png,25.0
IMG_00469,USER_119,2026-07-30 18:37:52,data/images/temp_20260805_202357_meal_07.png,25.3
IMG_00470,USER_120,2026-07-24 21:48:52,data/images/temp_20260806_080848_noodle_3.png,26.1
IMG_00471,USER_121,2026-07-24 16:41:52,data/images/temp_20260805_195104_banane-apfel-was-gesuender.png,26.9
IMG_00472,USER_122,2026-08-01 03:24:52,data/images/IMG_20260806_154307.jpg,25.9
IMG_00473,USER_123,2026-07-27 05:23:52,data/images/temp_20260806_103801_burger_1.png,27.7
IMG_00474,USER_124,2026-07-10 08:22:52,data/images/temp_20260806_082156_caramel-coffee-milk-shake-1.png,24.9
IMG_00475,USER_125,2026-08-03 00:37:52,data/images/temp_20260806_081534_nRainbow-Veggie-Salad-9921.jpg,26.1
IMG_00476,USER_126,2026-07-25 14:57:52,data/images/temp_20260806_081057_noodle.png,27.0
IMG_00477,USER_127,2026-07-12 06:27:52,data/images/rice.png,26.8
IMG_00478,USER_128,2026-07-19 22:17:52,data/images/temp_20260806_094839_burger.png,27.4
IMG_00479,USER_129,2026-07-13 09:35:52,data/images/temp_20260805_201944_basmati-rice-recipe.png,26.9
IMG_00480,USER_130,2026-07-28 02:34:52,data/images/IMG_20260804_134457.jpg,25.6
IMG_00481,USER_131,2026-08-05 16:08:52,data/images/temp_20260806_105639_burger.png,27.6
IMG_00482,USER_132,2026-07-13 17:10:52,data/images/temp_20260806_082432_mango-juice.png,26.4
IMG_00483,USER_133,2026-07-10 03:24:52,data/images/temp_20260806_081241_beef_noodle.png,26.0
IMG_00484,USER_134,2026-07-17 12:37:52,data/images/temp_20260806_082431_juice.png,26.5
IMG_00485,USER_135,2026-07-15 09:48:52,data/images/temp_20260805_202454_meal_06.png,24.7
IMG_00486,USER_136,2026-07-15 19:09:52,data/images/temp_20260806_081057_chicken.png,24.1
IMG_00487,USER_137,2026-07-09 04:43:52,data/images/cucumber.png,25.7
IMG_00488,USER_138,2026-07-25 13:36:52,data/images/temp_20260806_103802_carrot.png,27.1
IMG_00489,USER_139,2026-07-17 12:04:52,data/images/temp_20260806_154243_fresh-orange-juice-recipe.png,24.7
IMG_00490,USER_140,2026-07-29 11:43:52,data/images/temp_20260805_202454_meal_07.png,24.0
IMG_00491,USER_141,2026-07-15 16:08:52,data/images/temp_20260806_081241_burger.png,24.4
IMG_00492,USER_142,2026-07-26 01:22:52,data/images/healthy_food.png,26.1
IMG_00493,USER_143,2026-07-09 11:12:52,data/images/IMG_20260806_104355.jpg,24.4
IMG_00494,USER_144,2026-07-13 20:07:52,data/images/meal_07.png,26.6
IMG_00495,USER_145,2026-07-13 15:31:52,data/images/temp_20260805_195132_banane-apfel-was-gesuender.png,25.4
IMG_00496,USER_146,2026-07-09 05:55:52,data/images/temp_20260806_122634_creamy-mac-n-cheese.jpg,24.3
IMG_00497,USER_147,2026-07-24 01:02:52,data/images/temp_20260806_080834_noodle_3.png,26.8
IMG_00498,USER_148,2026-07-21 06:53:52,data/images/temp_20260806_094826_banane-apfel-was-gesuender.png,27.8
IMG_00499,USER_149,2026-07-28 02:52:52,data/images/temp_20260805_202004_basmati-rice-recipe.png,24.4
IMG_00500,USER_100,2026-08-05 05:18:52,data/images/temp_20260806_082405_juice.png,24.3
IMG_00501,USER_101,2026-07-12 14:02:52,data/images/banane-apfel-was-gesuender.png,26.0
IMG_00502,USER_102,2026-07-13 21:55:52,data/images/temp_20260806_114101_Cheeseburger.png,24.3
IMG_00503,USER_103,2026-07-28 03:26:52,data/images/temp_20260806_094839_banane-apfel-was-gesuender.png,26.2
IMG_00504,USER_104,2026-07-30 09:14:52,data/images/temp_20260806_082256_mango-juice.png,26.4
IMG_00505,USER_105,2026-07-31 17:45:52,data/images/duck.png,27.0
IMG_00506,USER_106,2026-07-12 20:49:52,data/images/temp_20260806_081057_duck.png,24.2
IMG_00507,USER_107,2026-07-09 17:41:52,data/images/duck.jpg,26.8
IMG_00508,USER_108,2026-07-11 16:13:52,data/images/temp_20260806_081057_duck.jpg,27.5
IMG_00509,USER_109,2026-07-12 04:32:52,data/images/French-fries-b9e3e0c.png,26.9
IMG_00510,USER_110,2026-07-20 05:54:52,data/images/temp_20260806_082406_strawberry-juice-recipe.png,25.6
IMG_00511,USER_111,2026-07-24 18:14:52,data/images/temp_20260805_202346_meal_06.png,25.5
IMG_00512,USER_112,2026-07-27 00:34:52,data/images/Cucumber-Salad-with-Vinegar-Dressing-2688-scaled.jpg,27.1
IMG_00513,USER_113,2026-07-13 08:12:52,data/images/temp_20260805_202346_meal_07.png,26.7
IMG_00514,USER_114,2026-08-02 15:21:52,data/images/temp_20260805_203011_carrot2.png,26.9
IMG_00515,USER_115,2026-07-16 23:07:52,data/images/temp_20260806_095050_burger.png,25.9
IMG_00516,USER_116,2026-07-20 15:21:52,data/images/temp_20260805_202454_healthy_food.png,26.4
IMG_00517,USER_117,2026-07-14 20:50:52,data/images/temp_20260806_145135_beef_noodle.png,25.0
IMG_00518,USER_118,2026-08-02 20:44:52,data/images/temp_20260806_113924_carrot2.png,28.0
IMG_00519,USER_119,2026-07-18 23:55:52,data/images/temp_20260805_195133_hong-kong-macaroni-soup-f3.png,27.6
IMG_00520,USER_120,2026-07-17 15:59:52,data/images/temp_20260806_154226_creamy-mac-n-cheese.jpg,24.0
IMG_00521,USER_121,2026-07-28 13:27:52,data/images/Macaroni-Thumbnail-Blog.png,25.5
IMG_00522,USER_122,2026-07-23 05:41:52,data/images/temp_20260806_082406_fresh-orange-juice-recipe.png,24.7
IMG_00523,USER_123,2026-07-13 17:04:52,data/images/temp_20260805_201854_basmati-rice-recipe.png,26.4
IMG_00524,USER_124,2026-08-05 04:29:52,data/images/temp_20260806_082432_fresh-orange-juice-recipe.png,26.8
IMG_00525,USER_125,2026-08-04 02:47:52,data/images/noodle.png,24.9
IMG_00526,USER_126,2026-07-09 09:34:52,data/images/Coconut-chicken-rice-bowl-–-basmati-rice-–-3-4-038-1540x870-PNG-1.jpg,27.7
IMG_00527,USER_127,2026-07-28 15:03:52,data/images/temp_20260806_081534_healthy-chopped-vegetable-salad-recipe-4.png,25.5
IMG_00528,USER_128,2026-07-12 06:03:52,data/images/temp_20260806_081856_fruit-salad-dressing.png,24.9
IMG_00529,USER_129,2026-07-10 07:45:52,data/images/temp_20260806_081856_tropical-fruit-salad.png,25.8
IMG_00530,USER_130,2026-07-16 12:01:52,data/images/temp_20260805_201944_Cheeseburger.png,26.8
IMG_00531,USER_131,2026-07-19 02:21:52,data/images/temp_20260806_082256_juice.png,25.0
IMG_00532,USER_132,2026-07-29 11:30:52,data/images/temp_20260806_081534_salad_11.png,26.4
IMG_00533,USER_133,2026-07-22 17:32:52,data/images/temp_20260806_081754_tropical-fruit-salad.png,25.5
